,0,1,label,cat
0,3.805603780526481,-1.3944264843596008,DFgc0.08_k0.10,unknown
1,3.5625180200671274,-1.397437035856297,DFgc0.17_k0.01,unknown
2,0.09219158197164204,-1.2225265166099164,DFgc0.10_k1.50,unknown
3,3.559990212384778,-1.4497814790227053,DFgc0.15_k0.10,unknown
4,3.5625180200671274,-1.3974370358562993,DFgc0.17_k0.20,unknown
5,-3.342303447840905,8.146345940651704,DFgc0.14_k4.00,unknown
6,-1.4306555655832822,1.9949283406938398,DFgc0.06_k8.00,unknown
7,-3.7007875737350275,4.180432662354119,DFgc0.05_k4.50,unknown
8,8.746680075350968,-0.02937585214265245,DFgc0.12_k1.00,unknown
9,-3.380165999562927,9.002322052780812,DFgc0.11_k4.00,unknown
10,-0.9210635436408404,0.9733825290490999,DFgc0.07_k9.00,unknown
11,0.7739104358033446,-0.7942944796519903,DFgc0.17_k1.50,unknown
12,3.676148844802771,-1.4950454736724823,DFgc0.12_k0.30,unknown
13,-8.15465920736525,-8.17491140961328,DFgc0.12_k3.00,unknown
14,3.7206209084075375,-1.5268774172821522,DFgc0.06_k0.30,unknown
15,-4.21791313725527,3.645513900930569,DFgc0.10_k5.00,unknown
16,3.6520689158921456,-1.4868693456960602,DFgc0.12_k0.01,unknown
17,-1.521162496368831,-2.374915941812632,DFgc0.12_k2.00,unknown
18,-7.66528496324347,-7.7750186762828415,DFgc0.06_k3.00,unknown
19,5.073476280035615,-0.6695981185256231,DFgc0.06_k0.90,unknown
20,0.04327242089898132,1.3394589494811862,DFgc0.06_k9.00,unknown
21,-2.5883027581277176,3.5680352207222548,DFgc0.05_k3.50,unknown
22,-3.553144821790302,-0.861308552648621,DFgc0.10_k7.00,unknown
23,-3.3545226821273917,4.408685821713484,DFgc0.05_k5.00,unknown
24,-1.1979291689897829,-2.1746451574065095,DFgc0.14_k2.00,unknown
25,-2.8380575991631365,9.768441746693378,DFgc0.07_k4.00,unknown
26,3.82944151162912,-1.404911218466351,DFgc0.08_k0.01,unknown
27,-0.5150297930144535,0.011712922836371013,DFgc0.06_k10.00,unknown
28,-2.54202692878781,1.0293393457110795,DFgc0.05_k8.00,unknown
29,3.538680288964482,-1.3869523017495486,DFgc0.18_k0.01,unknown
30,-7.6836600476638734,-6.894744040700449,DFgc0.05_k3.00,unknown
31,3.7329811337840293,-1.5361086104332717,DFgc0.06_k0.20,unknown
32,-2.1886961537322995,2.9325171462805866,DFgc0.10_k3.50,unknown
33,-0.6075111608565746,0.884761579492549,DFgc0.08_k9.00,unknown
34,-3.039372967657392,3.764890344478372,DFgc0.06_k6.00,unknown
35,-0.4655562797715961,-0.24366099164338292,DFgc0.05_k10.00,unknown
36,3.538680288964482,-1.3869523017495486,DFgc0.18_k0.20,unknown
37,3.75277127319969,-1.5128549876578148,DFgc0.06_k0.01,unknown
38,3.4385451523280404,-1.3370404918397305,DFgc0.18_k0.30,unknown
39,8.809688579113029,-0.30354710226372256,DFgc0.08_k1.00,unknown
40,-3.966684990433352,3.9328634406731733,DFgc0.08_k5.00,unknown
41,-6.312781713576433,-7.0934812760113495,DFgc0.15_k2.50,unknown
42,-3.0289625270145115,3.7459715976160166,DFgc0.07_k6.00,unknown
43,-3.089682485424549,3.711408219675182,DFgc0.05_k6.00,unknown
44,-3.8101767488011906,4.459129883686259,DFgc0.10_k5.50,unknown
45,8.845715103708109,-0.057322486412033274,DFgc0.11_k1.00,unknown
46,8.50618604823797,-0.2503189317205322,DFgc0.07_k1.00,unknown
47,-2.74796118095027,6.104693635817655,DFgc0.10_k4.50,unknown
48,3.4998103125415128,-0.996118253627072,DFgc0.18_k0.40,unknown
49,3.675181794183481,-1.4105465250321818,DFgc0.11_k0.10,unknown
50,-4.349350061734988,4.660430492119985,DFgc0.11_k6.00,unknown
51,-7.248947125258115,-7.9464679414138,DFgc0.10_k2.50,unknown
52,-3.6008984739035244,3.666159907298198,DFgc0.06_k5.00,unknown
53,-3.6972975361687723,-1.911460090996664,DFgc0.06_k7.00,unknown
54,-2.7575885057095424,9.691659027847129,DFgc0.08_k4.00,unknown
55,-2.868457727016532,-2.9774720413473195,DFgc0.08_k2.00,unknown
56,-6.275239015402817,-6.841193347583626,DFgc0.17_k2.50,unknown
57,-2.539573012526777,2.562639775527771,DFgc0.15_k3.50,unknown
58,3.7301878988019186,-1.479992759231271,DFgc0.05_k0.10,unknown
59,-2.209108846433727,-2.9420542441365916,DFgc0.10_k2.00,unknown
60,3.4847239270105597,-1.3545086133996624,DFgc0.17_k0.30,unknown
61,3.740972459580328,-1.5279907273727522,DFgc0.06_k0.10,unknown
62,2.0997964049317286,-1.1023233135799466,DFgc0.08_k0.40,unknown
63,-3.5868103480085876,3.8951612746952398,DFgc0.08_k6.00,unknown
64,-8.322576769774178,-8.223704520822753,DFgc0.08_k3.00,unknown
65,3.538680288964482,-1.3869523017495486,DFgc0.18_k0.10,unknown
66,-4.135426599172547,-1.7065303431480447,DFgc0.08_k7.00,unknown
67,3.7027566510239565,-1.4212436908041854,DFgc0.10_k0.10,unknown
68,-4.143070326717146,4.507219463349816,DFgc0.12_k6.00,unknown
69,-1.2003813949128979,-2.172093398901696,DFgc0.15_k2.00,unknown
70,7.758860343799665,-0.18776347536025254,DFgc0.05_k1.00,unknown
71,-0.8330345478113734,1.7890047729872753,DFgc0.08_k8.00,unknown
72,-0.05323855189446541,1.640081010339346,DFgc0.05_k9.00,unknown
73,-1.0423579628071973,-2.3661113488729604,DFgc0.16_k2.00,unknown
74,-3.840228906052972,-1.3611609249865473,DFgc0.05_k7.00,unknown
75,2.42652489134482,-0.8173402684665665,DFgc0.12_k0.40,unknown
76,3.599558003382303,-1.4633023740344744,DFgc0.14_k0.10,unknown
77,3.6520689158921456,-1.4868693456960602,DFgc0.12_k0.10,unknown
78,3.5452714696736907,-1.42287267067188,DFgc0.16_k0.10,unknown
79,3.8208006519098614,-1.4069607318920516,DFgc0.08_k0.20,unknown
80,3.4108857402895008,-0.9018953041491764,DFgc0.17_k0.40,unknown
81,-2.8946891314950296,-3.2479647659177107,DFgc0.07_k2.00,unknown
82,-1.6158161056168965,-2.6273853615132228,DFgc0.11_k2.00,unknown
83,3.843132740941833,-1.4039306845615296,DFgc0.08_k0.30,unknown
84,-3.9666760398249368,4.7787597217617295,DFgc0.11_k5.50,unknown
85,-3.5909540852511945,-3.9099650210000285,DFgc0.06_k2.00,unknown
86,-3.335818529777438,2.8228851344776755,DFgc0.05_k5.50,unknown
87,8.666860916833203,0.16636007362399968,DFgc0.14_k1.00,unknown
88,-8.22818497797764,-8.286814880921883,DFgc0.10_k3.00,unknown
89,8.528579396472749,0.24581464105965223,DFgc0.15_k1.00,unknown
90,-3.7491153699970745,-3.9506823108272062,DFgc0.05_k2.00,unknown
91,3.8021887361961353,-1.4187539864222674,DFgc0.07_k0.10,unknown
92,-3.8754320814080105,3.1512829108633866,DFgc0.12_k5.00,unknown
93,8.259274293837409,0.3506067420590367,DFgc0.16_k1.00,unknown
94,7.9767200747515,-0.3306723329930354,DFgc0.06_k1.00,unknown
95,0.8497448946073513,-1.0939907250124652,DFgc0.15_k1.50,unknown
96,-7.288269141863796,-7.854395231636098,DFgc0.05_k2.50,unknown
97,7.356378565924315,0.24496065876560238,DFgc0.20_k1.00,unknown
98,8.953951509573516,-0.14636458007731576,DFgc0.10_k1.00,unknown
99,3.538680288964482,-1.3869523017495486,DFgc0.20_k0.10,unknown
100,-2.9891206395236374,8.959712458927372,DFgc0.10_k4.00,unknown
101,-7.839668803724048,-8.094305378598575,DFgc0.14_k3.00,unknown
102,-3.0748714786549174,9.011273309080735,DFgc0.05_k4.00,unknown
103,-4.116622599290249,4.637147941224977,DFgc0.10_k6.00,unknown
104,-2.7220235233599914,9.618096410851033,DFgc0.06_k4.00,unknown
105,-3.370934751720021,8.642620615031621,DFgc0.12_k4.00,unknown
106,3.5625180200671274,-1.3974370358562993,DFgc0.17_k0.10,unknown
107,3.6383547123568394,-1.4301837507895687,DFgc0.12_k0.20,unknown
108,0.301686133275621,-1.6196210009880398,DFgc0.05_k1.50,unknown
